肖申克的救赎,"
                            1994",10.0,2577599
霸王别姬,"
                            1993",10.0,1914273
阿甘正传,"
                            1994",10.0,1936629
泰坦尼克号,"
                            1997",10.0,1898085
这个杀手不太冷,"
                            1994",10.0,2092680
美丽人生,"
                            1997",10.0,1189261
千与千寻,"
                            2001",10.0,2016412
辛德勒的名单,"
                            1993",10.0,992001
盗梦空间,"
                            2010",10.0,1858491
忠犬八公的故事,"
                            2009",10.0,1272893
星际穿越,"
                            2014",10.0,1542648
楚门的世界,"
                            1998",10.0,1464848
海上钢琴师,"
                            1998",10.0,1510174
三傻大闹宝莱坞,"
                            2009",10.0,1688457
机器人总动员,"
                            2008",10.0,1190321
放牛班的春天,"
                            2004",10.0,1174920
无间道,"
                            2002",10.0,1185004
疯狂动物城,"
                            2016",10.0,1694165
大话西游之大圣娶亲,"
                            1995",10.0,1380156
熔炉,"
                            2011",10.0,839444
教父,"
                            1972",10.0,849746
当幸福来敲门,"
                            2006",10.0,1367627
控方证人,"
                            1957",10.0,442724
怦然心动,"
                            2010",10.0,1637753
龙猫,"
                            1988",10.0,1138392
触不可及,"
                            2011",10.0,944331
末代皇帝,"
                            1987",10.0,758447
寻梦环游记,"
                            2017",10.0,1457914
蝙蝠侠：黑暗骑士,"
                            2008",10.0,939855
活着,"
                            1994",10.0,735012
哈利·波特与魔法石,"
                            2001",10.0,1020417
指环王3：王者无敌,"
                            2003",10.0,716362
乱世佳人,"
                            1939",10.0,619055
素媛,"
                            2013",10.0,605437
飞屋环游记,"
                            2009",10.0,1189967
摔跤吧！爸爸,"
                            2016",10.0,1413939
何以为家,"
                            2018",10.0,923898
我不是药神,"
                            2018",10.0,1887236
十二怒汉,"
                            1957",10.0,423178
哈尔的移动城堡,"
                            2004",10.0,898327
少年派的奇幻漂流,"
                            2012",10.0,1226906
鬼子来了,"
                            2000",10.0,553689
大话西游之月光宝盒,"
                            1995",10.0,1100163
天空之城,"
                            1986",10.0,740030
猫鼠游戏,"
                            2002",10.0,857517
天堂电影院,"
                            1988",10.0,618198
指环王2：双塔奇兵,"
                            2002",10.0,668332
闻香识女人,"
                            1992",10.0,776137
罗马假日,"
                            1953",10.0,863455
钢琴家,"
                            2002",10.0,529437
让子弹飞,"
                            2010",10.0,1490270
指环王1：护戒使者,"
                            2001",10.0,756271
海蒂和爷爷,"
                            2015",10.0,467917
黑客帝国,"
                            1999",10.0,753392
大闹天宫,"
                            1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆)",10.0,378090
辩护人,"
                            2013",10.0,534590
教父2,"
                            1974",10.0,480168
死亡诗社,"
                            1989",10.0,626783
狮子王,"
                            1994",10.0,744159
绿皮书,"
                            2018",10.0,1427973
搏击俱乐部,"
                            1999",10.0,759959
饮食男女,"
                            1994",10.0,542000
美丽心灵,"
                            2001",10.0,684787
本杰明·巴顿奇事,"
                            2008",10.0,881232
窃听风暴,"
                            2006",10.0,502893
情书,"
                            1995",10.0,955198
两杆大烟枪,"
                            1998",10.0,538243
穿条纹睡衣的男孩,"
                            2008",10.0,481787
西西里的美丽传说,"
                            2000",10.0,873962
看不见的客人,"
                            2016",10.0,1110636
拯救大兵瑞恩,"
                            1998",10.0,579681
音乐之声,"
                            1965",10.0,536158
飞越疯人院,"
                            1975",10.0,501333
小鞋子,"
                            1997",10.0,364284
阿凡达,"
                            2009",10.0,1245819
哈利·波特与死亡圣器(下),"
                            2011",10.0,723667
沉默的羔羊,"
                            1991",10.0,780482
海豚湾,"
                            2009",10.0,331476
致命魔术,"
                            2006",10.0,767872
禁闭岛,"
                            2010",10.0,859216
美国往事,"
                            1984",10.0,368870
布达佩斯大饭店,"
                            2014",10.0,811221
蝴蝶效应,"
                            2004",10.0,836264
心灵捕手,"
                            1997",10.0,632407
低俗小说,"
                            1994",10.0,742596
春光乍泄,"
                            1997",10.0,559940
摩登时代,"
                            1936",10.0,263805
七宗罪,"
                            1995",10.0,856367
喜剧之王,"
                            1999",10.0,860902
致命ID,"
                            2003",10.0,723868
杀人回忆,"
                            2003",10.0,617382
被嫌弃的松子的一生,"
                            2006",10.0,643569
加勒比海盗,"
                            2003",10.0,770694
功夫,"
                            2004",10.0,954595
哈利·波特与阿兹卡班的囚徒,"
                            2004",10.0,609882
红辣椒,"
                            2006",10.0,391658
超脱,"
                            2011",10.0,481768
狩猎,"
                            2012",10.0,338450
请以你的名字呼唤我,"
                            2017",10.0,628922
剪刀手爱德华,"
                            1990",10.0,955256
7号房的礼物,"
                            2013",10.0,491471
勇敢的心,"
                            1995",10.0,519064
断背山,"
                            2005",10.0,643284
唐伯虎点秋香,"
                            1993",10.0,952494
天使爱美丽,"
                            2001",10.0,895259
第六感,"
                            1999",10.0,494814
入殓师,"
                            2008",10.0,582443
幽灵公主,"
                            1997",10.0,472585
重庆森林,"
                            1994",10.0,712823
爱在黎明破晓前,"
                            1995",10.0,583005
哈利·波特与密室,"
                            2002",10.0,636164
小森林 夏秋篇,"
                            2014",10.0,380109
一一,"
                            2000",10.0,325850
阳光灿烂的日子,"
                            1994",10.0,551343
蝙蝠侠：黑暗骑士崛起,"
                            2012",10.0,639720
菊次郎的夏天,"
                            1999",10.0,523657
超能陆战队,"
                            2014",10.0,903273
无人知晓,"
                            2004",10.0,275725
完美的世界,"
                            1993",10.0,270010
消失的爱人,"
                            2014",10.0,822380
爱在日落黄昏时,"
                            2004",10.0,480523
小森林 冬春篇,"
                            2015",10.0,340386
倩女幽魂,"
                            1987",10.0,657188
借东西的小人阿莉埃蒂,"
                            2010",10.0,488596
甜蜜蜜,"
                            1996",10.0,466689
侧耳倾听,"
                            1995",10.0,410893
幸福终点站,"
                            2004",10.0,497854
萤火之森,"
                            2011",10.0,468398
驯龙高手,"
                            2010",10.0,679636
时空恋旅人,"
                            2013",10.0,565227
玛丽和马克思,"
                            2009",10.0,390428
怪兽电力公司,"
                            2001",10.0,590688
大鱼,"
                            2003",10.0,513806
教父3,"
                            1990",10.0,323175
告白,"
                            2010",10.0,616288
一个叫欧维的男人决定去死,"
                            2015",10.0,396744
傲慢与偏见,"
                            2005",10.0,703341
神偷奶爸,"
                            2010",10.0,858108
阳光姐妹淘,"
                            2011",10.0,547736
玩具总动员3,"
                            2010",10.0,454524
射雕英雄传之东成西就,"
                            1993",10.0,572519
釜山行,"
                            2016",10.0,1066257
恐怖直播,"
                            2013",10.0,583338
寄生虫,"
                            2019",10.0,1226739
被解救的姜戈,"
                            2012",10.0,541766
未麻的部屋,"
                            1997",10.0,273331
哪吒闹海,"
                            1979",10.0,227747
血战钢锯岭,"
                            2016",10.0,711038
头号玩家,"
                            2018",10.0,1227147
哈利·波特与火焰杯,"
                            2005",10.0,553007
我是山姆,"
                            2001",10.0,292446
七武士,"
                            1954",10.0,173031
新世界,"
                            2013",10.0,346492
喜宴,"
                            1993",10.0,309583
模仿游戏,"
                            2014",10.0,561281
黑客帝国3：矩阵革命,"
                            2003",10.0,403209
电锯惊魂,"
                            2004",10.0,469676
花样年华,"
                            2000",10.0,525215
卢旺达饭店,"
                            2004",10.0,289133
三块广告牌,"
                            2017",10.0,741302
头脑特工队,"
                            2015",10.0,536862
你的名字。,"
                            2016",10.0,1240400
疯狂原始人,"
                            2013",10.0,762911
上帝之城,"
                            2002",10.0,273823
达拉斯买家俱乐部,"
                            2013",10.0,404535
谍影重重3,"
                            2007",10.0,378342
风之谷,"
                            1984",10.0,325345
英雄本色,"
                            1986",10.0,471333
心迷宫,"
                            2014",10.0,454310
纵横四海,"
                            1991",10.0,371676
惊魂记,"
                            1960",10.0,241871
九品芝麻官,"
                            1994",10.0,572840
岁月神偷,"
                            2010",10.0,532421
记忆碎片,"
                            2000",10.0,546596
海街日记,"
                            2015",10.0,388804
忠犬八公物语,"
                            1987",10.0,171890
荒蛮故事,"
                            2014",10.0,392997
绿里奇迹,"
                            1999",10.0,281801
爱在午夜降临前,"
                            2013",10.0,336136
爆裂鼓手,"
                            2014",10.0,512399
贫民窟的百万富翁,"
                            2008",10.0,679023
真爱至上,"
                            2003",10.0,660042
小偷家族,"
                            2018",10.0,741310
东邪西毒,"
                            1994",10.0,523425
无敌破坏王,"
                            2012",10.0,477220
色，戒,"
                            2007",10.0,657020
疯狂的石头,"
                            2006",10.0,726939
冰川时代,"
                            2002",10.0,553103
黑天鹅,"
                            2010",10.0,725007
你看起来好像很好吃,"
                            2010",10.0,299217
恐怖游轮,"
                            2009",10.0,740587
雨中曲,"
                            1952",10.0,190369
雨人,"
                            1988",10.0,365977
恋恋笔记本,"
                            2004",10.0,594835
2001太空漫游,"
                            1968",10.0,274065
魔女宅急便,"
                            1989",10.0,408157
萤火虫之墓,"
                            1988",10.0,374285
城市之光,"
                            1931",10.0,125217
可可西里,"
                            2004",10.0,267544
遗愿清单,"
                            2007",10.0,382445
大佛普拉斯,"
                            2017",10.0,385536
虎口脱险,"
                            1966",10.0,222784
人工智能,"
                            2001",10.0,395559
初恋这件小事,"
                            2010",10.0,904145
牯岭街少年杀人事件,"
                            1991",10.0,245891
源代码,"
                            2011",10.0,752876
茶馆,"
                            1982(中国大陆)",10.0,94676
无间道2,"
                            2003",10.0,399275
海边的曼彻斯特,"
                            2016",10.0,443485
罗生门,"
                            1950",10.0,277571
终结者2：审判日,"
                            1991",10.0,307804
东京教父,"
                            2003",10.0,179654
二十二,"
                            2015",10.0,269239
奇迹男孩,"
                            2017",10.0,506183
青蛇,"
                            1993",10.0,465648
背靠背，脸对脸,"
                            1994",10.0,97543
房间,"
                            2015",10.0,340959
新龙门客栈,"
                            1992",10.0,395112
小丑,"
                            2019",10.0,895957
波西米亚狂想曲,"
                            2018",10.0,529717
疯狂的麦克斯4：狂暴之路,"
                            2015",10.0,469379
无耻混蛋,"
                            2009",10.0,424220
魂断蓝桥,"
                            1940",10.0,248169
血钻,"
                            2006",10.0,334994
步履不停,"
                            2008",10.0,245092
黑客帝国2：重装上阵,"
                            2003",10.0,364779
千钧一发,"
                            1997",10.0,250855
彗星来的那一夜,"
                            2013",10.0,491349
战争之王,"
                            2005",10.0,323604
崖上的波妞,"
                            2008",10.0,421799
燃情岁月,"
                            1994",10.0,259664
谍影重重2,"
                            2004",10.0,317300
爱乐之城,"
                            2016",10.0,767362
阿飞正传,"
                            1990",10.0,450019
海洋,"
                            2009",10.0,147077
谍影重重,"
                            2002",10.0,380977
穿越时空的少女,"
                            2006",10.0,347178
再次出发之纽约遇见你,"
                            2013",10.0,384174
香水,"
                            2006",10.0,497937
地球上的星星,"
                            2007",10.0,185523
我爱你,"
                            2011",10.0,148674
朗读者,"
                            2008",10.0,419598
火星救援,"
                            2015",10.0,633758
完美陌生人,"
                            2016",10.0,481714
末路狂花,"
                            1991",10.0,203354
千年女优,"
                            2001",10.0,217977
聚焦,"
                            2015",10.0,249617
驴得水,"
                            2016",10.0,833227
小萝莉的猴神大叔,"
                            2015",10.0,445352
心灵奇旅,"
                            2020",10.0,827319
肖申克的救赎,1994,10.0,2577599
霸王别姬,1993,10.0,1914273
阿甘正传,1994,10.0,1936629
泰坦尼克号,1997,10.0,1898085
这个杀手不太冷,1994,10.0,2092680
美丽人生,1997,10.0,1189261
千与千寻,2001,10.0,2016412
辛德勒的名单,1993,10.0,992001
盗梦空间,2010,10.0,1858491
忠犬八公的故事,2009,10.0,1272893
星际穿越,2014,10.0,1542648
楚门的世界,1998,10.0,1464848
海上钢琴师,1998,10.0,1510174
三傻大闹宝莱坞,2009,10.0,1688457
机器人总动员,2008,10.0,1190321
放牛班的春天,2004,10.0,1174920
无间道,2002,10.0,1185004
疯狂动物城,2016,10.0,1694165
大话西游之大圣娶亲,1995,10.0,1380156
熔炉,2011,10.0,839444
教父,1972,10.0,849746
当幸福来敲门,2006,10.0,1367627
控方证人,1957,10.0,442724
怦然心动,2010,10.0,1637753
龙猫,1988,10.0,1138392
触不可及,2011,10.0,944331
末代皇帝,1987,10.0,758447
寻梦环游记,2017,10.0,1457914
蝙蝠侠：黑暗骑士,2008,10.0,939857
活着,1994,10.0,735012
哈利·波特与魔法石,2001,10.0,1020417
指环王3：王者无敌,2003,10.0,716362
乱世佳人,1939,10.0,619055
素媛,2013,10.0,605437
飞屋环游记,2009,10.0,1189968
摔跤吧！爸爸,2016,10.0,1413939
何以为家,2018,10.0,923898
我不是药神,2018,10.0,1887238
十二怒汉,1957,10.0,423178
哈尔的移动城堡,2004,10.0,898328
少年派的奇幻漂流,2012,10.0,1226906
鬼子来了,2000,10.0,553689
大话西游之月光宝盒,1995,10.0,1100167
天空之城,1986,10.0,740030
猫鼠游戏,2002,10.0,857517
天堂电影院,1988,10.0,618198
指环王2：双塔奇兵,2002,10.0,668332
闻香识女人,1992,10.0,776137
罗马假日,1953,10.0,863455
钢琴家,2002,10.0,529437
让子弹飞,2010,10.0,1490273
指环王1：护戒使者,2001,10.0,756271
海蒂和爷爷,2015,10.0,467917
黑客帝国,1999,10.0,753392
大闹天宫,1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆),10.0,378090
辩护人,2013,10.0,534590
教父2,1974,10.0,480168
死亡诗社,1989,10.0,626783
狮子王,1994,10.0,744159
绿皮书,2018,10.0,1427973
搏击俱乐部,1999,10.0,759959
饮食男女,1994,10.0,542000
美丽心灵,2001,10.0,684787
本杰明·巴顿奇事,2008,10.0,881232
窃听风暴,2006,10.0,502893
情书,1995,10.0,955198
两杆大烟枪,1998,10.0,538243
穿条纹睡衣的男孩,2008,10.0,481787
西西里的美丽传说,2000,10.0,873962
看不见的客人,2016,10.0,1110636
拯救大兵瑞恩,1998,10.0,579681
音乐之声,1965,10.0,536159
飞越疯人院,1975,10.0,501333
小鞋子,1997,10.0,364284
阿凡达,2009,10.0,1245819
哈利·波特与死亡圣器(下),2011,10.0,723667
沉默的羔羊,1991,10.0,780482
海豚湾,2009,10.0,331476
致命魔术,2006,10.0,767872
禁闭岛,2010,10.0,859216
美国往事,1984,10.0,368870
布达佩斯大饭店,2014,10.0,811221
蝴蝶效应,2004,10.0,836264
心灵捕手,1997,10.0,632407
低俗小说,1994,10.0,742596
春光乍泄,1997,10.0,559940
摩登时代,1936,10.0,263805
七宗罪,1995,10.0,856367
喜剧之王,1999,10.0,860902
致命ID,2003,10.0,723868
杀人回忆,2003,10.0,617382
被嫌弃的松子的一生,2006,10.0,643569
加勒比海盗,2003,10.0,770695
功夫,2004,10.0,954595
哈利·波特与阿兹卡班的囚徒,2004,10.0,609882
红辣椒,2006,10.0,391658
超脱,2011,10.0,481768
狩猎,2012,10.0,338450
请以你的名字呼唤我,2017,10.0,628922
剪刀手爱德华,1990,10.0,955256
7号房的礼物,2013,10.0,491471
勇敢的心,1995,10.0,519064
断背山,2005,10.0,643284
唐伯虎点秋香,1993,10.0,952494
天使爱美丽,2001,10.0,895259
第六感,1999,10.0,494814
入殓师,2008,10.0,582443
幽灵公主,1997,10.0,472585
重庆森林,1994,10.0,712823
爱在黎明破晓前,1995,10.0,583005
哈利·波特与密室,2002,10.0,636164
小森林 夏秋篇,2014,10.0,380109
一一,2000,10.0,325850
阳光灿烂的日子,1994,10.0,551343
蝙蝠侠：黑暗骑士崛起,2012,10.0,639720
菊次郎的夏天,1999,10.0,523657
超能陆战队,2014,10.0,903273
无人知晓,2004,10.0,275725
完美的世界,1993,10.0,270010
消失的爱人,2014,10.0,822380
爱在日落黄昏时,2004,10.0,480523
小森林 冬春篇,2015,10.0,340386
倩女幽魂,1987,10.0,657188
借东西的小人阿莉埃蒂,2010,10.0,488596
甜蜜蜜,1996,10.0,466690
侧耳倾听,1995,10.0,410896
幸福终点站,2004,10.0,497854
萤火之森,2011,10.0,468398
驯龙高手,2010,10.0,679636
时空恋旅人,2013,10.0,565227
玛丽和马克思,2009,10.0,390428
怪兽电力公司,2001,10.0,590688
大鱼,2003,10.0,513806
教父3,1990,10.0,323175
告白,2010,10.0,616288
一个叫欧维的男人决定去死,2015,10.0,396744
傲慢与偏见,2005,10.0,703341
神偷奶爸,2010,10.0,858116
阳光姐妹淘,2011,10.0,547736
玩具总动员3,2010,10.0,454524
射雕英雄传之东成西就,1993,10.0,572519
釜山行,2016,10.0,1066257
恐怖直播,2013,10.0,583338
寄生虫,2019,10.0,1226739
被解救的姜戈,2012,10.0,541766
未麻的部屋,1997,10.0,273331
哪吒闹海,1979,10.0,227747
血战钢锯岭,2016,10.0,711038
头号玩家,2018,10.0,1227147
哈利·波特与火焰杯,2005,10.0,553007
我是山姆,2001,10.0,292446
七武士,1954,10.0,173031
新世界,2013,10.0,346492
喜宴,1993,10.0,309583
模仿游戏,2014,10.0,561281
黑客帝国3：矩阵革命,2003,10.0,403210
电锯惊魂,2004,10.0,469676
花样年华,2000,10.0,525215
卢旺达饭店,2004,10.0,289135
三块广告牌,2017,10.0,741302
头脑特工队,2015,10.0,536862
你的名字。,2016,10.0,1240400
疯狂原始人,2013,10.0,762911
上帝之城,2002,10.0,273824
达拉斯买家俱乐部,2013,10.0,404535
谍影重重3,2007,10.0,378342
风之谷,1984,10.0,325345
英雄本色,1986,10.0,471333
心迷宫,2014,10.0,454310
纵横四海,1991,10.0,371676
惊魂记,1960,10.0,241871
九品芝麻官,1994,10.0,572840
岁月神偷,2010,10.0,532421
记忆碎片,2000,10.0,546596
海街日记,2015,10.0,388804
忠犬八公物语,1987,10.0,171890
荒蛮故事,2014,10.0,392997
绿里奇迹,1999,10.0,281801
爱在午夜降临前,2013,10.0,336136
爆裂鼓手,2014,10.0,512399
贫民窟的百万富翁,2008,10.0,679023
真爱至上,2003,10.0,660042
小偷家族,2018,10.0,741310
东邪西毒,1994,10.0,523425
无敌破坏王,2012,10.0,477220
色，戒,2007,10.0,657020
疯狂的石头,2006,10.0,726939
冰川时代,2002,10.0,553108
黑天鹅,2010,10.0,725007
你看起来好像很好吃,2010,10.0,299217
恐怖游轮,2009,10.0,740587
雨中曲,1952,10.0,190369
雨人,1988,10.0,365977
恋恋笔记本,2004,10.0,594835
2001太空漫游,1968,10.0,274065
魔女宅急便,1989,10.0,408157
萤火虫之墓,1988,10.0,374285
城市之光,1931,10.0,125217
可可西里,2004,10.0,267544
遗愿清单,2007,10.0,382445
大佛普拉斯,2017,10.0,385536
虎口脱险,1966,10.0,222784
人工智能,2001,10.0,395559
初恋这件小事,2010,10.0,904145
牯岭街少年杀人事件,1991,10.0,245891
源代码,2011,10.0,752876
茶馆,1982(中国大陆),10.0,94676
无间道2,2003,10.0,399275
海边的曼彻斯特,2016,10.0,443485
罗生门,1950,10.0,277571
终结者2：审判日,1991,10.0,307804
东京教父,2003,10.0,179654
二十二,2015,10.0,269239
奇迹男孩,2017,10.0,506183
青蛇,1993,10.0,465648
背靠背，脸对脸,1994,10.0,97543
房间,2015,10.0,340959
新龙门客栈,1992,10.0,395112
小丑,2019,10.0,895957
波西米亚狂想曲,2018,10.0,529717
疯狂的麦克斯4：狂暴之路,2015,10.0,469379
无耻混蛋,2009,10.0,424220
魂断蓝桥,1940,10.0,248169
血钻,2006,10.0,334994
步履不停,2008,10.0,245092
黑客帝国2：重装上阵,2003,10.0,364779
千钧一发,1997,10.0,250855
彗星来的那一夜,2013,10.0,491349
战争之王,2005,10.0,323604
崖上的波妞,2008,10.0,421799
燃情岁月,1994,10.0,259664
谍影重重2,2004,10.0,317300
爱乐之城,2016,10.0,767362
阿飞正传,1990,10.0,450019
海洋,2009,10.0,147077
谍影重重,2002,10.0,380977
穿越时空的少女,2006,10.0,347178
再次出发之纽约遇见你,2013,10.0,384174
香水,2006,10.0,497938
地球上的星星,2007,10.0,185523
我爱你,2011,10.0,148674
朗读者,2008,10.0,419598
火星救援,2015,10.0,633758
完美陌生人,2016,10.0,481714
末路狂花,1991,10.0,203355
千年女优,2001,10.0,217977
聚焦,2015,10.0,249617
驴得水,2016,10.0,833227
小萝莉的猴神大叔,2015,10.0,445352
心灵奇旅,2020,10.0,827319
